"anime_id","name","genre","type","episodes","ratings","members"
"","Seirei Tsukai no Blade Dance","","","","",""
"","The Legend of Korra","","","","",""
"","No Game No Life Dub","","","","",""
"","Pokemon Sun Moon","","","","",""
"","High School DxD Hero","","","","",""
"","Grancrest Senki","","","","",""
"","Clannad","","","","",""
"","Nichijou","","","","",""
"","Kakegurui","","","","",""
"","Hajimete no Gal","","","","",""
"","Dragon Ball GT Dub","","","","",""
"","Fairy Tail 2018","","","","",""
"","Danganronpa The Animation","","","","",""
"","Gurren Lagann","","","","",""
"","Taimadou Gakuen 35 Shiken Shoutai","","","","",""
"","Netoge no Yome wa Onnanoko ja Nai to Omotta","","","","",""
"","Hajime no Ippo Rising","","","","",""
"","Osomatsu san","","","","",""
"","Death Parade","","","","",""
"","Absolute Duo","","","","",""
"","History s Strongest Disciple Kenichi Dub","","","","",""
"","High School of the Dead","","","","",""
"","Chuunibyou demo Koi ga Shitai","","","","",""
"","Pokemon Advanced Generation Dub","","","","",""
"","Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e TV","","","","",""
"","Eromanga sensei","","","","",""
"","High School of the Dead Dub","","","","",""
"","Anohana The Flower We Saw That Day","","","","",""
"","Busou Shoujo Machiavellianism","","","","",""
"","Zankyou no Terror","","","","",""
"","Kaichou wa Maid sama Dub","","","","",""
"","Kuzu no Honkai","","","","",""
"","Pokemon XY Z","","","","",""
"","Ore no Imouto ga Konnani Kawaii Wake ga Nai","","","","",""
"","Ore Monogatari","","","","",""
"","Nejimaki Seirei Senki Tenkyou no Alderamin","","","","",""
"","Guilty Crown Dub","","","","",""
"","Darker than Black Kuro no Keiyakusha","","","","",""
"","Ouran Koukou Host Club Dub","","","","",""
"","Hajime no Ippo New Challenger","","","","",""
"","Accel World Dub","","","","",""
"","Yowamushi Pedal 2nd Season","","","","",""
"","Hataraku Maou sama Dub","","","","",""
"","Shingeki no Kyojin 2nd Season Dub","","","","",""
"","Hunter x Hunter","","","","",""
"","Detective Conan Dub","","","","",""
"","Date A Live II","","","","",""
"","Shingeki no Bahamut Genesis","","","","",""
"","Noragami Dub","","","","",""
"","Ouran Koukou Host Club","","","","",""
"","Plastic Memories","","","","",""
"","All Out","","","","",""
"","Days TV","","","","",""
"","Hajime no Ippo Dub","","","","",""
"","Ore no Kanojo to Osananajimi ga Shuraba Sugiru","","","","",""
"","Densetsu no Yuusha no Densetsu","","","","",""
"","Mobile Suit Gundam Iron Blooded Orphans 2nd Season","","","","",""
"","IS Infinite Stratos","","","","",""
"","Fuuka","","","","",""
"","Dragon Ball Kai","","","","",""
"","Akagami no Shirayuki hime","","","","",""
"","Zero no Tsukaima","","","","",""
"","Seitokai Yakuindomo","","","","",""
"","Bakuman","","","","",""
"","Inou Battle wa Nichijou kei no Naka de","","","","",""
"","Steins Gate Dub","","","","",""
"","Nagi no Asukara","","","","",""
"","Cowboy Bebop Sub","","","","",""
"","Cupid s Chocolates","","","","",""
"","Zero no Tsukaima Futatsuki no Kishi","","","","",""
"","K Return of Kings","","","","",""
"","Hunter x Hunter Dub","","","","",""
"","Angel Beats Dub","","","","",""
"","Ushio to Tora TV","","","","",""
"","Deadman Wonderland","","","","",""
"","Yu Gi Oh 5D s","","","","",""
"","Made in Abyss","","","","",""
"","Terra Formars","","","","",""
"","Kamisama Hajimemashita","","","","",""
"","Danshi Koukousei no Nichijou","","","","",""
"","Rurouni Kenshin","","","","",""
"","Samurai Champloo Sub","","","","",""
"","Dagashi Kashi","","","","",""
"","Barakamon","","","","",""
"","Garo Honoo no Kokuin","","","","",""
"","Fate stay night Unlimited Blade Works TV 2nd Season","","","","",""
"","Hagure Yuusha no Estetica","","","","",""
"","D Gray man 2016","","","","",""
"","K","","","","",""
"","Lovely Complex","","","","",""
"","Date A Live Dub","","","","",""
"","UQ Holder","","","","",""
"","Berserk Sub","","","","",""
"","Gamers","","","","",""
"","Mondaiji tachi ga Isekai kara Kuru Sou Desu yo","","","","",""
"","Magi The Labyrinth of Magic Dub","","","","",""
"","Sukitte Ii na yo","","","","",""
"","Gurren Lagann Dub","","","","",""
"","Servamp","","","","",""
"","Boku wa Tomodachi ga Sukunai Dub","","","","",""
"","Suzumiya Haruhi no Yuuutsu","","","","",""
"","To LOVE Ru Darkness","","","","",""
"","Higurashi no Naku Koro ni","","","","",""
"","Amagami SS","","","","",""
"","Absolute Duo Dub","","","","",""
"","Owari no Seraph 2nd Season Dub","","","","",""
"","Magi Sinbad no Bouken TV","","","","",""
"","Overlord Dub","","","","",""
"","Himouto Umaru chan","","","","",""
"","Pokemon Black White Dub","","","","",""
"","Demi chan wa Kataritai","","","","",""
"","Great Teacher Onizuka Sub","","","","",""
"","Free Eternal Summer","","","","",""
"","Seiken Tsukai no World Break","","","","",""
"","CLANNAD After Story","","","","",""
"","Tsurezure Children","","","","",""
"","Toaru Majutsu no Index II","","","","",""
"","Nijiiro Days","","","","",""
"","91 Days","","","","",""
"","Noragami Aragoto Dub","","","","",""
"","D Gray man Dub","","","","",""
"","Kingdom 2","","","","",""
"","Rewrite","","","","",""
"","Hentai Ouji to Warawanai Neko","","","","",""
"","Nisemonogatari","","","","",""
"","K On 2","","","","",""
"","Megalo Box","","","","",""
"","Toaru Majutsu no Index Dub","","","","",""
"","Seisen Cerberus Ryuukoku no Fatalites","","","","",""
"","Pokemon XY Z Dub","","","","",""
"","Kingdom","","","","",""
"","Boku wa Tomodachi ga Sukunai Next","","","","",""
"","Cells at Work","","","","",""
"","Akagami no Shirayuki hime 2nd Season","","","","",""
"","Love Live School Idol Project","","","","",""
"","Akatsuki no Yona Dub","","","","",""
"","Darker than Black Kuro no Keiyakusha Dub","","","","",""
"","Kiss x Sis TV","","","","",""
"","Kokoro Connect","","","","",""
"","Nanbaka","","","","",""
"","K On","","","","",""
"","Chuunibyou demo Koi ga Shitai Ren","","","","",""
"","Psycho Pass Dub","","","","",""
"","Ichiban Ushiro no Daimaou","","","","",""
"","Bokura wa Minna Kawaisou","","","","",""
"","Mikakunin de Shinkoukei","","","","",""
"","Berserk 2017","","","","",""
"","Mekakucity Actors","","","","",""
"","Diabolik Lovers","","","","",""
"","Cardcaptor Sakura","","","","",""
"","Campione Matsurowanu Kamigami to Kamigoroshi no Maou","","","","",""
"","Shingeki no Bahamut Virgin Soul","","","","",""
"","Rurouni Kenshin Dub","","","","",""
"","Kore wa Zombie Desu ka","","","","",""
"","Initial D First Stage","","","","",""
"","Okusama ga Seito Kaichou","","","","",""
"","Keijo","","","","",""
"","IS Infinite Stratos 2","","","","",""
"","OniAi","","","","",""
"","SKET Dance","","","","",""
"","Ore no Imouto ga Konnani Kawaii Wake ga Nai 2","","","","",""
"","Saiki Kusuo no Psi Nan 2","","","","",""
"","Inuyashiki","","","","",""
"","Toaru Kagaku no Railgun","","","","",""
"","Monster Musume no Iru Nichijou","","","","",""
"","Yu sibu","","","","",""
"","Maoyuu Maou Yuusha","","","","",""
"","Zero no Tsukaima Princesses no Rondo","","","","",""
"","Naruto Shippuuden Movie 7 The Last","","","","",""
"","Seikoku no Dragonar","","","","",""
"","JoJo s Bizarre Adventure 2012 Dub","","","","",""
"","Soredemo Sekai wa Utsukushii","","","","",""
"","Danganronpa 3 The End of Kibougamine Gakuen Mirai hen","","","","",""
"","Yu Gi Oh 5D s Dub","","","","",""
"","Renai Boukun","","","","",""
"","Ore ga Ojousama Gakkou ni Shomin Sample Toshite Gets Sareta Ken","","","","",""
"","Elfen Lied","","","","",""
"","Mayoiga","","","","",""
"","Witch Craft Works","","","","",""
"","Shokugeki no Souma Dub","","","","",""
"","Little Witch Academia TV","","","","",""
"","Berserk","","","","",""
"","Dragon Ball GT Sub","","","","",""
"","Cross Ange Tenshi to Ryuu no Rondo","","","","",""
"","Psycho Pass 2","","","","",""
"","NouCome","","","","",""
"","Yakitate Japan","","","","",""
"","Full Time Magister","","","","",""
"","Aho Girl","","","","",""
"","Samurai Champloo","","","","",""
"","Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden Sword Oratoria","","","","",""
"","Dragon Ball Kai 2014 Dub","","","","",""
"","Divine Gate","","","","",""
"","Kamisama Hajimemashita 2","","","","",""
"","Reikenzan Hoshikuzu tachi no Utage","","","","",""
"","Deadman Wonderland Dub","","","","",""
"","Shinsekai Yori","","","","",""
"","Love Stage","","","","",""
"","Kaze no Stigma Sub","","","","",""
"","Fate Zero 2nd Season","","","","",""
"","Baka to Test to Shoukanjuu","","","","",""
"","Mayo Chiki","","","","",""
"","Clannad Dub","","","","",""
"","Steins Gate 0","","","","",""
"","Rokka no Yuusha","","","","",""
"","Maken Ki","","","","",""
"","Princess Lover","","","","",""
"","Shigatsu wa Kimi no Uso Dub","","","","",""
"","Durarara Dub","","","","",""
"","Blood Lad","","","","",""
"","Violet Evergarden","","","","",""
"","Sekaiichi Hatsukoi","","","","",""
"","Mobile Suit Gundam Seed","","","","",""
"","Aki Sora Yume no Naka","","","","",""
"","Wotaku ni Koi wa Muzukashii","","","","",""
"","Mahou Shoujo Madoka Magica","","","","",""
"","The World God Only Knows","","","","",""
"","Neon Genesis Evangelion Dub","","","","",""
"","Killing Bites","","","","",""
"","IS Infinite Stratos Dub","","","","",""
"","Fruits Basket Dub","","","","",""
"","Junjou Romantica","","","","",""
"","Itazura na Kiss","","","","",""
"","One Outs","","","","",""
"","Zero no Tsukaima Dub","","","","",""
"","Is This a Zombie Dub","","","","",""
"","Kikou Shoujo wa Kizutsukanai","","","","",""
"","Another Dub","","","","",""
"","Chihayafuru","","","","",""
"","Hitsugi no Chaika","","","","",""
"","Isekai Maou to Shoukan Shoujo no Dorei Majutsu","","","","",""
"","Shuumatsu Nani Shitemasu ka Isogashii desu ka Sukutte Moratte Ii desu ka","","","","",""
"","Btooom","","","","",""
"","D Frag","","","","",""
"","Gyakuten Saiban Sono Shinjitsu Igi Ari","","","","",""
"","Zero no Tsukaima F","","","","",""
"","Tanaka kun wa Itsumo Kedaruge","","","","",""
"","Baby Steps","","","","",""
"","Kimi ni Todoke 2nd Season","","","","",""
"","Watashi ga Motete Dousunda","","","","",""
"","Dimension W","","","","",""
"","Tokyo Ravens Dub","","","","",""
"","Maji de Watashi ni Koi Shinasai","","","","",""
"","Prince of Stride Alternative","","","","",""
"","Zero kara Hajimeru Mahou no Sho","","","","",""
"","Maken Ki Dub","","","","",""
"","Hagure Yuusha no Estetica Dub","","","","",""
"","Working S1","","","","",""
"","Campione Dub","","","","",""
"","Kindaichi Case Files","","","","",""
"","Kuroshitsuji Book of Circus","","","","",""
"","Bakuman 2","","","","",""
"","Heavy Object","","","","",""
"","Ballroom e Youkoso","","","","",""
"","Inazuma Eleven Go","","","","",""
"","Shiki","","","","",""
"","Hetalia Axis Powers Dub","","","","",""
"","Digimon Adventure","","","","",""
"","Shinmai Maou no Testament Burst","","","","",""
"","Claymore","","","","",""
"","Katanagatari","","","","",""
"","Gokukoku no Brynhildr","","","","",""
"","Gosick","","","","",""
"","Ranma 1 2","","","","",""
"","The Seven Deadly Sins Signs of Holy War","","","","",""
"","Skip Beat","","","","",""
"","Macross Delta","","","","",""
"","Kekkai Sensen Dub","","","","",""
"","Nurarihyon no Mago","","","","",""
"","School Days","","","","",""
"","Log Horizon 2nd Season Dub","","","","",""
"","Hellsing Ultimate Dub","","","","",""
"","Shugo Chara","","","","",""
"","Trickster Edogawa Ranpo Shounen Tanteidan yori","","","","",""
"","3 gatsu no Lion","","","","",""
"","Trinity Seven Dub","","","","",""
"","Death Parade Dub","","","","",""
"","Pokemon Sun and Moon Dub","","","","",""
"","Yowamushi Pedal New Generation","","","","",""
"","Kuromukuro","","","","",""
"","Tokyo Ghoul 3 Dub","","","","",""
"","Danganronpa 3 The End of Kibougamine Gakuen Zetsubou hen","","","","",""
"","Yuri on Ice Dub","","","","",""
"","Tales of Zestiria the X 2017","","","","",""
"","Legend of the Galactic Heroes","","","","",""
"","Shirobako","","","","",""
"","DanMachi Dub","","","","",""
"","Ichiban Ushiro no Daimaou Dub","","","","",""
"","Gabriel DropOut","","","","",""
"","Ajin 2nd Season","","","","",""
"","Blend S","","","","",""
"","Magi The Kingdom of Magic Dub","","","","",""
"","Kanojo ga Flag wo Oraretara","","","","",""
"","Kamisama Hajimemashita Dub","","","","",""
"","Monster Dub","","","","",""
"","Motto To LOVE Ru","","","","",""
"","Natsume Yuujinchou","","","","",""
"","Juuni Taisen","","","","",""
"","Bakuman 3","","","","",""
"","JoJo`s Bizarre Adventure Golden Wind","","","","",""
"","Sankarea","","","","",""
"","New Game","","","","",""
"","Okusama ga Seito Kaichou 2nd Season","","","","",""
"","Hellsing Ultimate","","","","",""
"","Tada kun wa Koi wo Shinai","","","","",""
"","Freezing","","","","",""
"","Air Gear Dub","","","","",""
"","Kaze no Stigma","","","","",""
"","Toaru Kagaku no Railgun S","","","","",""
"","Seitokai Yakuindomo 2","","","","",""
"","Akagami no Shirayuki hime Dub","","","","",""
"","Yu Gi Oh VRAINS","","","","",""
"","Qualidea Code","","","","",""
"","Mahou Sensou","","","","",""
"","Shakugan no Shana Sub","","","","",""
"","Asu no Yoichi ","","","","",""
"","Chrome Shelled Regios","","","","",""
"","Air Gear","","","","",""
"","07 Ghost","","","","",""
"","Danganronpa The Animation Dub","","","","",""
"","Satsuriku no Tenshi","","","","",""
"","Special A","","","","",""
"","Aki Sora","","","","",""
"","Love Live School Idol Project 2nd Season","","","","",""
"","Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui","","","","",""
"","Aldnoah Zero 2nd Season","","","","",""
"","Isekai no Seikishi Monogatari","","","","",""
"","Valkyrie Drive Mermaid","","","","",""
"","Mobile Suit Gundam Seed Destiny","","","","",""
"","Densetsu no Yuusha no Densetsu Dub","","","","",""
"","Uchuu Kyoudai","","","","",""
"","Jormungand","","","","",""
"","Sin Nanatsu no Taizai","","","","",""
"","Uta no Prince sama Maji Love 1000","","","","",""
"","Eureka Seven","","","","",""
"","Fate stay night Dub","","","","",""
"","Amaama to Inazuma","","","","",""
"","Omamori Himari","","","","",""
"","Rokujouma no Shinryakusha","","","","",""
"","Shaman King","","","","",""
"","Prison School","","","","",""
"","Maken Ki Two","","","","",""
"","Kyou kara Maou","","","","",""
"","Seiken Tsukai no World Break Dub","","","","",""
"","Hidan no Aria","","","","",""
"","Rosario Vampire Dub","","","","",""
"","Boku wa Tomodachi ga Sukunai Next Dub","","","","",""
"","Utawarerumono Itsuwari no Kamen","","","","",""
"","Major S6","","","","",""
"","Hikaru no Go","","","","",""
"","RWBY","","","","",""
"","Freezing Dub","","","","",""
"","Sekirei","","","","",""
"","Darling in the FranXX Dub","","","","",""
"","Hyakuren no Haou to Seiyaku no Valkyria","","","","",""
"","Haiyore Nyaruko san","","","","",""
"","Inu x Boku SS","","","","",""
"","Baka to Test to Shoukanjuu Dub","","","","",""
"","Super Lovers","","","","",""
"","Tenchi Muyo War on Geminar","","","","",""
"","Koi to Uso","","","","",""
"","Diabolik Lovers More Blood","","","","",""
"","Hayate no Gotoku","","","","",""
"","Cross Game","","","","",""
"","Juuou Mujin no Fafnir","","","","",""
"","Boku no Kanojo ga Majimesugiru Sho bitch na Ken","","","","",""
"","Major S2","","","","",""
"","Girls und Panzer","","","","",""
"","Bishoujo Senshi Sailor Moon Crystal","","","","",""
"","Konjiki no Gash Bell","","","","",""
"","Oda Nobuna no Yabou","","","","",""
"","Elfen Lied Dub","","","","",""
"","Mangaka san to Assistant san to","","","","",""
"","Durarara x2 Shou","","","","",""
"","Hamatora The Animation","","","","",""
"","Youkai Watch","","","","",""
"","Big Order TV","","","","",""
"","Sailor Moon","","","","",""
"","Nurarihyon no Mago Sennen Makyou","","","","",""
"","Kekkai Sensen Beyond","","","","",""
"","Outbreak Company","","","","",""
"","Mushishi","","","","",""
"","Acchi Kocchi","","","","",""
"","Sekirei Dub","","","","",""
"","Full Metal Panic Sub","","","","",""
"","Initial D Fourth Stage","","","","",""
"","Sukitte Ii na yo Dub","","","","",""
"","Shingeki no Kyojin Ilse no Techou","","","","",""
"","Kantai Collection KanColle","","","","",""
"","Kamigami no Asobi","","","","",""
"","Joker Game","","","","",""
"","Charlotte Dub","","","","",""
"","Hanasaku Iroha","","","","",""
"","Kono Bijutsubu ni wa Mondai ga Aru","","","","",""
"","Saikin Imouto no Yousu ga Chotto Okashiinda ga","","","","",""
"","Madan no Ou to Vanadis Dub","","","","",""
"","Beatless","","","","",""
"","Rail Wars","","","","",""
"","Persona 4 The Animation Dub","","","","",""
"","3D Kanojo Real Girl","","","","",""
"","Chuunibyou demo Koi ga Shitai Dub","","","","",""
"","Sekaiichi Hatsukoi 2","","","","",""
"","Luck Logic","","","","",""
"","Mob Psycho 100 Dub","","","","",""
"","Blood Lad Dub","","","","",""
"","Ao no Kanata no Four Rhythm","","","","",""
"","Keroro Gunsou","","","","",""
"","Sailor Moon Dub","","","","",""
"","Karakai Jouzu no Takagi san","","","","",""
"","Chihayafuru 2","","","","",""
"","Major S4","","","","",""
"","Persona 5 the Animation","","","","",""
"","Pandora Hearts","","","","",""
"","Gakkou Gurashi","","","","",""
"","Gakusen Toshi Asterisk Dub","","","","",""
"","Net juu no Susume","","","","",""
"","Kaiji","","","","",""
"","Rosario Vampire","","","","",""
"","Gundam Build Fighters","","","","",""
"","Terra Formars Revenge","","","","",""
"","Akuma no Riddle","","","","",""
"","Trigun","","","","",""
"","Working","","","","",""
"","Major S3","","","","",""
"","Cooking Master Boy","","","","",""
"","Major S5","","","","",""
"","Hibike Euphonium","","","","",""
"","Kuroshitsuji II Dub","","","","",""
"","Mobile Suit Gundam 00","","","","",""
"","K K Project Dub","","","","",""
"","Nana","","","","",""
"","Handa kun","","","","",""
"","Magic Kaito 1412","","","","",""
"","Hai to Gensou no Grimgar Dub","","","","",""
"","Mondaiji tachi ga Isekai kara Kuru Sou Desu yo Dub","","","","",""
"","NHK ni Youkoso","","","","",""
"","Grand Blue","","","","",""
"","Black Lagoon Dub","","","","",""
"","Grisaia no Rakuen","","","","",""
"","Baki the Grappler Sub","","","","",""
"","Arslan Senki TV Dub","","","","",""
"","Hitori no Shita The Outcast","","","","",""
"","Baka to Test to Shoukanjuu Ni","","","","",""
"","Seiren","","","","",""
"","Is this A Zombie of the Dead Dub","","","","",""
"","Claymore Dub","","","","",""
"","Akane iro ni Somaru Saka","","","","",""
"","The Melancholy of Haruhi Suzumiya Dub","","","","",""
"","Black Lagoon","","","","",""
"","Major S1","","","","",""
"","CLANNAD After Story Dub","","","","",""
"","Fairy Tail OVA","","","","",""
